YEAR,MO,DY,PS,WS10M,WS50M,RH2M,QV2M,TS,T2M,T2M_MAX,T2M_MIN,WS2M,PRECTOTCORR
2018,3,23,100.74,0.9,1.56,87.25,18.74,26.3,26.47,29.15,24.05,0.46,4.7
2018,3,24,100.92,1.01,1.68,89.19,18.74,26.14,26.11,28.93,23.68,0.54,13.72
2018,3,25,101.04,1.5,2.77,89.88,18.8,26.22,26.07,29.62,23.54,0.81,23.46
2018,3,26,101.01,1.63,2.94,91.56,19.04,25.98,25.93,28.9,23.93,0.88,13.3
2018,3,27,100.98,1.59,2.71,92.62,18.49,25.3,25.24,27.93,23.32,0.86,1.7
2018,3,28,100.92,1.08,1.69,83.5,18.01,26.38,26.62,30.33,22.2,0.63,3.84
2018,3,29,100.88,1.38,2.66,89.56,18.86,26.2,26.15,28.98,24.16,0.73,71.67
2018,3,30,100.84,1.41,2.66,93.5,18.86,25.3,25.35,27.82,23.4,0.74,22
2018,3,31,100.85,1.43,2.3,86.69,18.37,25.94,26.25,28.8,23.82,0.79,7.5
2018,4,1,100.75,1.62,2.76,89.56,19.41,26.41,26.56,29.52,24.08,0.86,7.31
2018,4,2,100.79,1.46,2.52,92.75,19.78,26.1,26.29,28.6,24.28,0.77,9.37
2018,4,3,100.87,1.1,1.87,90.69,19.23,26.19,26.23,29.17,24.09,0.55,9.62
2018,4,4,100.77,0.86,1.24,84.94,18.68,26.48,26.87,29.77,24.44,0.51,1.23
2018,4,5,100.64,1.28,2.17,83.69,18.98,27.46,27.42,31.51,23.92,0.7,0.07
2018,4,6,100.69,1.66,2.88,87.06,19.29,27.15,27.01,31.31,23.64,0.89,0.01
2018,4,7,100.76,1.49,2.73,90.62,19.71,26.8,26.68,30.41,23.94,0.79,2.92
2018,4,8,100.82,1.38,2.55,89.88,19.41,26.54,26.54,29.57,24.58,0.73,2.31
2018,4,9,100.87,1.56,2.77,90.62,19.35,26.37,26.35,29.34,24.16,0.8,4.24
2018,4,10,100.79,1.39,2.52,88.12,19.47,27.14,26.98,30.77,23.68,0.73,0.66
2018,4,11,100.71,1.5,2.86,91.56,19.9,26.72,26.64,29.73,23.97,0.77,17.41
2018,4,12,100.72,1.32,2.1,88.75,19.9,27.01,27.15,30.12,24.66,0.73,6.29
2018,4,13,100.71,1.41,2.58,88.44,20.02,27.51,27.33,31.08,24.29,0.73,0.94
2018,4,14,100.65,1.39,2.23,87.75,19.9,27.32,27.37,30.55,25.05,0.75,1.32
2018,4,15,100.68,1.21,2.18,86.19,19.53,27.69,27.45,31.42,24.11,0.64,0.66
2018,4,16,100.8,1.14,2,87.62,19.29,27.19,26.97,30.76,23.67,0.59,22.49
2018,4,17,100.88,0.77,1.27,86.5,19.29,26.72,27.15,30.19,24.94,0.39,7.25
2018,4,18,100.84,0.95,1.81,87.88,19.84,27.33,27.31,30.87,24.72,0.48,5.1
2018,4,19,100.72,0.94,1.83,87.12,20.08,27.79,27.69,31.69,25.04,0.46,1
2018,4,20,100.72,1.08,1.8,87.06,19.84,27.23,27.42,30.16,24.68,0.6,7.03
2018,4,21,100.73,1.05,1.83,86.69,19.59,27.18,27.33,30.61,24.95,0.59,7.79
2018,4,22,100.68,1.04,1.84,84.69,19.53,28.06,27.79,32.12,23.93,0.53,0.96
2018,4,23,100.7,1.39,2.48,89.25,19.96,27.4,27.16,30.73,24.46,0.74,4.68
2018,4,24,100.75,1.43,2.34,89.62,19.65,26.84,26.8,29.94,23.8,0.77,1.64
2018,4,25,100.78,1.14,2.18,87.31,18.92,26.62,26.65,29.33,24.32,0.59,1.32
2018,4,26,100.73,1.27,2.42,90.44,19.78,26.89,26.75,29.8,24.22,0.64,1.76
2018,4,27,100.91,1.42,2.37,93.94,20.02,26.14,26.28,28.38,24.58,0.76,20.86
2018,4,28,100.96,1.53,2.75,87.06,18.55,26.63,26.48,30.56,23.19,0.79,0.29
2018,4,29,100.85,1.48,2.68,86.62,19.23,27.39,27.13,31.69,23.03,0.77,0.15
2018,4,30,100.82,1.93,3.34,89.44,19.96,27.23,27.15,30.98,24.56,1.01,0.59
2018,5,1,100.91,1.58,2.84,86.19,19.04,27.25,27.09,31.37,23.49,0.8,0.04
2018,5,2,100.97,1.38,2.55,90.88,19.47,26.53,26.44,29.41,23.93,0.7,25.84
2018,5,3,100.95,1.38,2.38,90.31,19.59,26.75,26.68,29.97,23.79,0.72,12.77
2018,5,4,100.96,1.41,2.6,89.5,19.53,26.9,26.8,30.23,24.19,0.72,4.08
2018,5,5,100.99,1.77,3.2,90.62,19.84,26.8,26.8,30.28,23.98,0.91,2.38
2018,5,6,100.98,2.26,3.95,87.56,19.29,27.07,27.02,31.12,24.23,1.19,0.45
2018,5,7,100.91,1.95,3.41,88.06,19.35,27.1,26.98,31.2,23.58,1.02,0.03
2018,5,8,100.87,1.83,3.11,89.75,19.65,26.87,26.82,30.4,23.72,0.96,0.19
2018,5,9,100.9,1.67,2.98,91.12,19.41,26.25,26.33,29.26,24,0.84,0.1
2018,5,10,100.93,2,3.5,89.75,19.47,26.68,26.68,30.35,23.9,1.03,0.24
2018,5,11,100.86,1.55,2.74,86.56,18.92,26.95,26.85,30.9,23.66,0.8,0.18
2018,5,12,100.83,1.74,2.96,90.88,19.59,26.51,26.53,30.12,23.57,0.92,2.08
2018,5,13,100.79,1.48,2.61,90.44,19.78,26.79,26.75,30.4,24.09,0.77,4.77
2018,5,14,100.77,1.69,2.97,91.31,19.78,26.64,26.61,30.06,23.84,0.88,7.2
2018,5,15,100.71,1.7,3.03,93.75,19.96,26.21,26.23,29.05,24.39,0.89,16.95
2018,5,16,100.66,1.42,2.45,89.56,19.71,26.88,26.86,30.55,23.89,0.78,1.53
2018,5,17,100.63,1.41,2.52,91.62,19.78,26.58,26.51,29.51,24.09,0.73,9.8
2018,5,18,100.59,1.41,2.3,89.81,19.84,26.92,26.91,30.18,24.16,0.74,4
2018,5,19,100.58,1.22,2.21,88.19,19.71,27.28,27.13,30.79,24.26,0.62,0.17
2018,5,20,100.66,1.2,2.12,89.94,19.65,26.89,26.75,29.98,24.13,0.62,7.11
2018,5,21,100.7,1.22,2.07,90.38,19.47,26.41,26.48,29.18,24.03,0.62,0.69
2018,5,22,100.67,1.59,2.91,91.69,20.08,26.8,26.73,30.04,23.98,0.81,8.4
2018,5,23,100.74,1.56,2.72,93.75,20.51,26.58,26.69,29.32,24.73,0.81,19.06
2018,5,24,100.71,1.33,2.3,91.25,19.71,26.61,26.55,29.73,24.33,0.69,2.6
2018,5,25,100.67,1.46,2.49,89.38,19.78,27,26.98,30.29,23.98,0.79,5.61
2018,5,26,100.72,1.24,2.22,90.38,20.14,27.26,27.08,30.55,24.02,0.64,11.35
2018,5,27,100.79,1.3,2.38,93.19,20.02,26.41,26.4,28.71,24.57,0.68,11.98
2018,5,28,100.89,1.26,2.47,93.31,19.29,25.87,25.8,28.07,23.91,0.62,18.88
2018,5,29,100.81,0.97,1.71,87.12,19.53,27.43,27.26,30.89,23.82,0.48,5.62
2018,5,30,100.85,1.21,2.12,91.19,19.9,26.71,26.73,29.26,24.73,0.66,8.9
2018,5,31,100.88,0.81,1.36,86.06,19.35,26.55,27.26,30.05,24.15,0.45,5.94
2018,6,1,100.9,1.31,2.16,89.06,18.74,25.76,26.12,28.23,24.44,0.75,6.18
2018,6,2,100.85,1.12,1.7,87.44,19.17,26.65,26.82,29.8,24.56,0.64,2.75
2018,6,3,100.76,1.45,2.68,89.88,19.59,26.86,26.72,29.99,23.75,0.73,5.2
2018,6,4,100.72,1.26,2.34,87.88,19.84,27.54,27.37,31.19,23.97,0.64,1.24
2018,6,5,100.86,1.91,3.43,88.12,19.78,27.38,27.23,30.85,24.3,1.02,0.11
2018,6,6,100.9,1.66,2.95,88.06,19.41,27.08,26.96,30.99,23.38,0.84,0
2018,6,7,100.86,1.59,2.74,89,19.41,26.75,26.75,30.44,23.48,0.8,0.04
2018,6,8,100.87,1.65,2.95,88.75,19.65,27.08,27,30.83,23.75,0.84,0.01
2018,6,9,100.88,1.59,2.81,89.44,19.47,26.78,26.73,29.95,23.98,0.8,0.23
2018,6,10,101.01,1.7,3.08,89.44,19.35,26.69,26.65,30.13,23.77,0.86,0.16
2018,6,11,101,1.93,3.45,89.81,19.35,26.56,26.58,30.43,23.88,0.99,0.79
2018,6,12,100.95,1.46,2.67,91.94,19.17,25.94,25.94,28.94,23.65,0.72,1.86
2018,6,13,100.89,1.62,2.98,93.31,19.78,26.15,26.22,29.05,24.09,0.8,1.74
2018,6,14,100.87,1.64,2.79,95.5,19.9,25.73,25.87,28.03,24.05,0.83,46.01
2018,6,15,100.97,1.33,2.41,92.56,19.17,25.71,25.84,28.43,23.56,0.63,14.53
2018,6,16,100.86,1.76,3.12,91.31,19.35,26.16,26.23,29.57,23.41,0.9,0.26
2018,6,17,100.81,1.98,3.48,89.94,19.41,26.52,26.56,30,23.87,1.01,0.1
2018,6,18,100.83,1.78,3.23,89.94,18.98,26.1,26.16,29.58,23.9,0.91,0.8
2018,6,19,100.92,2.06,3.66,87.88,18.19,25.98,25.94,30.12,22.66,1.07,0.58
2018,6,20,100.94,1.78,3.25,90.81,19.1,26.08,26.12,29.83,22.89,0.89,0.85
2018,6,21,100.97,1.82,3.08,92.38,19.53,25.99,26.17,29.11,24.12,0.95,0.66
2018,6,22,100.92,1.55,2.8,92.56,19.41,25.98,26.05,28.88,23.66,0.78,0.33
2018,6,23,100.86,1.53,2.7,92.31,19.41,26.01,26.07,28.68,23.91,0.77,0.84
2018,6,24,100.94,1.34,2.54,94.19,18.68,25.12,25.12,27.33,23.42,0.67,14.77
2018,6,25,101.02,1.36,2.25,94.19,17.82,24.23,24.3,26.51,22.58,0.72,8.59
2018,6,26,100.98,1.52,2.68,92.5,17.64,24.51,24.49,27.23,22.11,0.77,0.68
2018,6,27,100.94,1.7,2.95,92.5,18.25,25.07,25.05,28.3,22.46,0.88,10.19
2018,6,28,100.91,1.56,2.82,94.44,18.31,24.63,24.72,27.12,23.09,0.77,3.22
2018,6,29,100.89,1.33,2.08,94,17.82,24.17,24.35,26.76,22.14,0.71,12.21
2018,6,30,100.91,1.52,2.77,92.94,17.64,24.4,24.39,27.51,22.09,0.77,0.38
2018,7,1,100.94,1.48,2.53,92.38,18.13,24.87,24.96,27.75,22.44,0.77,0.51
2018,7,2,100.93,1.54,2.64,89.56,18.31,25.6,25.69,29.37,22.58,0.82,0.04
2018,7,3,100.95,1.8,3.03,89.25,17.88,25.25,25.36,28.64,22.83,0.93,0
2018,7,4,100.96,1.46,2.6,90.69,17.64,24.83,24.84,28.3,21.85,0.72,0.01
2018,7,5,100.93,1.59,2.84,90.94,17.94,25.01,25.03,28.54,22.23,0.81,1.85
2018,7,6,100.78,1.81,3.16,87.88,17.33,25.23,25.12,29.73,21.72,0.93,0.48
2018,7,7,100.75,1.84,3.18,87.19,16.97,24.93,24.82,29.43,21,0.95,0.02
2018,7,8,100.75,1.75,3.05,88.06,18.01,25.83,25.65,30.31,21.41,0.9,0.01
2018,7,9,100.77,1.91,3.36,89.75,18.55,25.91,25.83,29.99,22.44,0.98,1.1
2018,7,10,100.87,1.06,1.68,86.44,18.49,26.3,26.45,30.1,22.88,0.59,2.21
2018,7,11,100.87,1.55,2.65,89.69,18.8,26.02,26.03,29.34,23.25,0.8,0.42
2018,7,12,100.82,1.85,3.15,90.06,18.74,26.02,25.95,29.36,23.57,0.96,0
2018,7,13,100.8,1.98,3.41,87.75,17.58,25.48,25.38,29.22,22.05,1.02,0
2018,7,14,100.81,1.73,2.96,86.94,17.46,25.65,25.41,29.79,21.76,0.89,0
2018,7,15,100.83,1.8,3.14,86.12,17.64,26.01,25.77,29.82,22.29,0.93,0.17
2018,7,16,100.76,1.91,3.41,86.44,17.64,25.93,25.64,29.73,22.3,1.01,0.05
2018,7,17,100.71,1.73,3.01,86.69,18.07,26.28,26.01,30.34,22.23,0.9,0
2018,7,18,100.78,1.97,3.42,86.94,17.88,25.97,25.81,30.01,22.28,1.02,0
2018,7,19,100.82,2.19,3.87,87.12,18.37,26.39,26.21,30.55,23.08,1.16,0.06
2018,7,20,100.86,1.86,3.23,87.75,19.04,26.83,26.7,31.03,23.04,0.98,0.06
2018,7,21,100.93,1.83,3.26,90,19.35,26.62,26.49,29.85,23.65,0.97,11.57
2018,7,22,100.99,1.77,3.2,91.81,19.29,26.05,26.07,29.13,24.07,0.91,7.32
2018,7,23,100.86,1.86,3.2,90.06,18.92,26.17,26.12,29.6,23.57,0.95,0.06
2018,7,24,100.86,1.88,3.29,88.12,18.68,26.41,26.33,30.31,23.12,0.97,0.01
2018,7,25,100.92,1.76,3.06,87.81,18.62,26.54,26.33,30.65,22.93,0.9,0.24
2018,7,26,100.92,1.84,3.23,86.25,18.01,26.3,26.12,30.82,22.43,0.95,0.06
2018,7,27,100.88,2.09,3.6,86.31,17.52,25.78,25.65,30.4,21.9,1.09,0
2018,7,28,100.87,1.85,3.22,85.56,17.27,25.72,25.54,30.51,20.87,0.95,0
2018,7,29,100.84,1.88,3.3,86.94,17.64,25.79,25.6,29.94,22.11,0.97,0
2018,7,30,100.88,2.05,3.5,86.25,17.4,25.67,25.53,29.82,22.1,1.06,0.21
2018,7,31,100.92,1.8,3.2,88,18.13,25.96,25.85,29.87,22.11,0.91,0.9
2018,8,1,101.1,1.68,2.95,91.69,18.43,25.31,25.37,28.29,23.23,0.88,10.46
2018,8,2,101.11,1.77,2.95,87.31,17.88,25.85,25.81,29.61,22.29,0.92,1.93
2018,8,3,100.97,2.12,3.7,86.31,17.64,25.9,25.76,29.99,22.78,1.11,0
2018,8,4,100.94,2.07,3.62,84.69,16.97,25.68,25.42,29.94,21.73,1.11,0
2018,8,5,100.98,2.04,3.65,85,16.85,25.48,25.23,29.59,21.83,1.09,1.21
2018,8,6,100.89,2.3,4.02,84.12,16.72,25.5,25.28,29.8,21.75,1.24,0.1
2018,8,7,100.87,1.96,3.44,87.88,16.6,24.56,24.38,28.61,22.19,1.02,0.36
2018,8,8,100.85,1.54,2.68,88.12,17.82,25.56,25.47,29.08,22.37,0.78,0.08
2018,8,9,100.97,1.75,3.16,88.75,18.43,26.01,25.94,29.23,23.19,0.88,0.18
2018,8,10,101.04,2.05,3.51,88.38,17.58,25.3,25.25,28.29,23.29,1.07,0.78
2018,8,11,100.91,1.88,3.26,86.56,17.88,26.07,25.95,30.12,22.51,0.97,0.51
2018,8,12,100.87,1.65,2.96,88.06,18.62,26.5,26.28,30.42,22.97,0.84,7.07
2018,8,13,100.93,1.7,3.04,88.56,18.62,26.35,26.2,30.08,23.04,0.88,1.81
2018,8,14,100.89,2.07,3.55,87.62,18.62,26.55,26.4,30.65,23.3,1.08,0
2018,8,15,100.83,2.26,3.86,86.12,18.31,26.62,26.48,31.33,23.12,1.18,0
2018,8,16,100.75,1.85,3.3,85.25,17.88,26.43,26.19,31.05,22.16,0.96,0
2018,8,17,100.75,2.03,3.48,84.31,16.97,25.83,25.58,30.7,21.5,1.04,0
2018,8,18,100.77,2.1,3.62,84.94,17.09,25.78,25.51,30.4,21.61,1.11,0.06
2018,8,19,100.81,2.32,3.91,84.75,17.27,25.99,25.77,30.65,22,1.22,0
2018,8,20,100.86,2.09,3.59,85.06,17.76,26.35,26.16,31.23,22.17,1.1,0.14
2018,8,21,100.83,2.05,3.55,85.69,17.88,26.34,26.12,30.88,22.16,1.07,0.26
2018,8,22,100.81,2.11,3.6,86.94,18.43,26.62,26.38,31.08,22.62,1.12,1.42
2018,8,23,100.96,1.62,2.89,88.81,18.68,26.41,26.16,29.84,23.06,0.88,7.36
2018,8,24,100.95,1.55,2.8,89.44,18.19,25.62,25.58,28.58,23.75,0.83,2.11
2018,8,25,100.84,1.16,2.14,88.25,18.49,26.26,26.12,29.71,23.26,0.59,11.76
2018,8,26,100.83,1.55,2.91,90.25,18.43,25.77,25.63,29.15,23.08,0.8,10.32
2018,8,27,100.92,1.72,3.12,92.88,18.49,25.12,25.17,28.13,22.63,0.86,4.84
2018,8,28,100.98,1.88,3.2,89.5,18.55,25.91,25.97,29.9,23.23,0.98,2.22
2018,8,29,101,1.37,2.34,90.31,18.19,25.34,25.44,28.66,23.47,0.72,0.46
2018,8,30,100.91,1.77,3.08,86.94,17.94,26.13,25.93,30.41,21.94,0.92,0.09
2018,8,31,100.99,1.34,2.27,88.81,18.55,26.05,26.06,29.58,23.09,0.68,38.76
2018,9,1,101.07,1.55,2.8,90,18.25,25.62,25.55,29.06,22.94,0.79,8.34
2018,9,2,101.02,1.36,2.32,88,17.82,25.65,25.58,29.04,22.59,0.68,0.34
2018,9,3,100.99,1.95,3.21,87.75,18.25,25.98,26,29.81,22.62,1.05,1.51
2018,9,4,101.02,2.15,3.82,85.56,17.46,25.99,25.76,30.08,22.08,1.15,1.82
2018,9,5,100.96,1.8,3.24,85.19,17.21,25.83,25.61,30.06,21.75,0.95,0.83
2018,9,6,100.86,1.81,3.18,86.94,17.88,26.13,25.88,30.35,22.44,0.95,0
2018,9,7,100.88,2.02,3.52,88,18.31,26.18,26.01,30.13,22.55,1.09,10.12
2018,9,8,100.84,1.93,3.45,87.5,18.19,26.26,26.05,30.5,22.86,1.02,6.21
2018,9,9,100.99,2.13,3.65,85.94,17.76,26.13,26.02,30.65,22.44,1.12,0.8
2018,9,10,101.13,2.17,3.77,88.19,17.58,25.48,25.4,30.12,22.19,1.15,1.79
2018,9,11,101.16,1.5,2.59,92.25,18.01,24.82,24.9,27.7,22.97,0.77,5.32
2018,9,12,100.99,2.06,3.59,83.62,16.97,25.96,25.83,31.15,22.55,1.07,0.91
2018,9,13,100.87,1.97,3.38,83.88,17.15,26.11,25.83,31.18,21.02,1.02,0
2018,9,14,100.89,2.38,4.14,82.62,16.66,25.88,25.66,31.05,21.19,1.25,0
2018,9,15,100.89,2.34,3.98,83.81,16.36,25.38,25.15,30.63,20.99,1.21,0
2018,9,16,100.81,2.3,3.98,82.88,16.48,25.6,25.42,30.53,20.85,1.2,0
2018,9,17,100.82,2.34,3.9,85.12,16.91,25.54,25.34,30.6,20.51,1.23,0
2018,9,18,100.9,1.79,3.12,90.62,17.94,25.2,25.13,28.43,22.37,0.92,1.51
2018,9,19,100.91,1.87,3.19,86.62,17.94,26.28,26.03,30.33,22.99,1.02,2.21
2018,9,20,100.87,1.26,2.3,89.06,18.31,25.95,25.79,29.44,23.19,0.66,42.18
2018,9,21,100.97,1.43,2.3,88.81,18.49,26.05,26,29.67,22.78,0.77,27.32
2018,9,22,101.05,1.23,2.17,84.81,18.25,27,26.73,31.35,22.68,0.61,2.03
2018,9,23,101.03,1.83,3.05,83.31,18.07,27.06,26.9,31.83,23.03,1.02,0.01
2018,9,24,100.96,2.26,3.8,85.44,18.13,26.75,26.49,31.51,22.56,1.2,0
2018,9,25,100.9,1.95,3.39,85.06,17.94,26.65,26.34,31.37,22.19,1.01,0
2018,9,26,100.87,1.99,3.47,85.38,18.01,26.57,26.33,31.19,22.37,1.05,0.03
2018,9,27,100.82,2.08,3.6,84.44,18.19,27.05,26.76,31.9,22.73,1.09,0.02
2018,9,28,100.79,2.05,3.48,84.81,18.13,26.83,26.55,31.63,22.26,1.09,0.06
2018,9,29,100.78,2.21,3.74,83.75,17.64,26.65,26.39,31.87,22.07,1.17,0
2018,9,30,100.74,2.2,3.77,84,18.01,26.92,26.65,32.01,22.21,1.16,0
2018,10,1,100.8,2.38,3.95,83.81,18.19,27.14,26.9,32.46,22.53,1.26,0
2018,10,2,100.82,2,3.5,83.44,18.13,27.15,26.89,32.42,22.34,1.05,0
2018,10,3,100.83,1.92,3.39,84.12,18.49,27.35,27.07,32.24,22.83,1.01,0.13
2018,10,4,100.8,2.09,3.66,85.31,18.92,27.37,27.15,32.19,23.06,1.09,0.17
2018,10,5,100.84,1.95,3.41,85.44,18.98,27.38,27.2,31.67,23.24,1.04,0.01
2018,10,6,100.89,1.87,3.21,84.44,18.55,27.38,27.05,31.75,23.19,0.99,0
2018,10,7,100.87,1.86,3.26,85,18.13,26.73,26.56,31.15,23.02,0.99,3.95
2018,10,8,100.84,1.84,3.24,86.44,18.25,26.5,26.33,30.56,22.87,0.98,8.89
2018,10,9,100.84,1.83,3.24,84.81,18.07,26.75,26.46,30.73,22.64,0.98,1.58
2018,10,10,100.78,1.55,2.62,82.75,18.37,27.46,27.23,32.21,23.29,0.87,0.07
2018,10,11,100.85,1.73,2.94,84.12,18.55,27.24,27.09,31.53,23.15,0.98,2.72
2018,10,12,101.01,1.05,1.89,85.31,18.43,26.94,26.74,30.38,24.37,0.54,37.69
2018,10,13,101.04,0.98,1.84,84.62,18.01,26.58,26.48,30.37,23.33,0.47,39.27
2018,10,14,101.1,1.3,2.3,86.44,18.01,26.23,26.07,29.62,23.49,0.66,6.32
2018,10,15,101.04,1.19,1.98,82.19,17.82,27.19,26.9,31.53,23.23,0.64,0.02
2018,10,16,100.96,1.96,3.41,83.94,18.07,26.97,26.71,31.51,22.46,1.03,0.04
2018,10,17,100.95,1.43,2.36,84.25,18.01,26.62,26.55,30.62,22.59,0.76,0.14
2018,10,18,100.98,1.35,2.41,85.38,17.88,26.19,26.12,29.76,22.87,0.7,0.34
2018,10,19,100.98,1.09,1.78,84.06,18.31,26.97,26.84,30.81,23.59,0.56,8.77
2018,10,20,101.01,1.35,2.42,86.56,18.55,26.66,26.56,30.03,23.56,0.68,1.35
2018,10,21,101.02,1.75,3.16,86.62,18.68,26.9,26.69,31.33,23.12,0.92,2.25
2018,10,22,100.99,1.63,2.84,84.69,18.68,27.4,27.12,31.62,23.44,0.89,1.38
2018,10,23,100.99,1.27,2.31,88,18.74,26.61,26.42,29.83,23.66,0.63,1.01
2018,10,24,100.97,1.08,1.59,83.81,18.86,27.41,27.4,31.25,24.11,0.63,8.34
2018,10,25,101.01,0.81,1.23,83.44,18.98,27.6,27.57,31.01,24.65,0.46,14.34
2018,10,26,101.02,1.35,2.44,83.06,18.74,27.78,27.47,31.69,24.1,0.7,0.39
2018,10,27,100.98,1.14,2.08,86.12,19.23,27.5,27.23,30.75,23.98,0.57,11.23
2018,10,28,100.88,1.09,2.02,84.81,19.1,27.55,27.37,30.94,25.04,0.59,0.96
2018,10,29,100.74,1.04,1.64,83.5,19.29,28.03,27.79,31.62,24.4,0.55,0.84
2018,10,30,100.73,0.85,1.63,88.88,19.96,27.37,27.24,30.37,25.11,0.41,10.06
2018,10,31,100.75,1.07,1.88,89.81,19.29,26.55,26.44,29.48,24.7,0.56,7.79
2018,11,1,100.74,1.02,1.82,87.12,18.98,26.89,26.76,30.23,24.07,0.55,5.52
2018,11,2,100.87,1.39,2.28,89.25,18.98,26.34,26.33,29.53,24.12,0.8,6.07
2018,11,3,100.88,1.26,2.3,87.94,19.17,27.05,26.82,30.95,23.87,0.68,21.49
2018,11,4,100.81,1.21,2.14,86.31,18.8,26.96,26.78,30.51,24,0.63,2.43
2018,11,5,100.73,1.23,1.93,82.44,18.8,27.82,27.61,31.69,24.1,0.66,8.2
2018,11,6,100.69,0.82,1.32,81.94,18.98,27.59,27.77,31.26,24.72,0.45,4.61
2018,11,7,100.75,1.37,2.31,89.44,19.53,26.72,26.69,29.59,24.87,0.76,20.61
2018,11,8,100.72,1.12,2.16,86.81,18.8,26.92,26.71,30.58,23.77,0.56,12.54
2018,11,9,100.75,0.97,1.75,90.25,19.23,26.37,26.32,29.18,24.12,0.52,5.45
2018,11,10,100.81,1.44,2.4,88.62,18.49,26.07,25.98,28.97,24,0.77,13.57
2018,11,11,100.88,1.15,1.68,87.56,18.68,26.3,26.39,29.44,23.63,0.66,9.42
2018,11,12,100.81,0.97,1.64,88.19,18.8,26.53,26.38,29.65,23.86,0.52,9.38
2018,11,13,100.73,1.02,1.55,88.88,18.8,26.04,26.19,28.66,24.4,0.59,85.42
2018,11,14,100.75,1.22,2.08,84.19,18.68,27.32,27.15,31.13,23.87,0.67,0.44
2018,11,15,100.85,1.58,2.72,88.5,19.59,27.04,27.01,30.28,24.22,0.84,2.24
2018,11,16,100.88,1.09,1.77,84.19,19.23,27.26,27.58,30.51,24.08,0.61,2.03
2018,11,17,100.87,0.88,1.66,84,19.23,27.33,27.6,30.71,25.19,0.46,3.56
2018,11,18,101,1.42,2.33,89.88,19.1,26.15,26.29,29.14,24.29,0.78,9.41
2018,11,19,101.06,1.26,2.05,86.38,18.13,26.33,26.19,29.69,23.37,0.68,2.88
2018,11,20,100.98,0.79,1.16,84.19,18.55,26.92,27.02,30.6,24.25,0.45,0.45
2018,11,21,100.93,1.65,2.85,86.31,18.98,27.03,26.94,30.51,23.92,0.88,1.36
2018,11,22,101.01,1.7,3.14,85.38,18.62,27.08,26.9,30.9,24.34,0.91,7.34
2018,11,23,101.02,1.78,3.23,86.44,18.49,26.61,26.51,30.15,23.31,0.95,4.84
2018,11,24,101.04,1.57,2.55,89.19,18.31,25.69,25.76,28.34,23.89,0.87,30.57
2018,11,25,101.07,1.41,2.35,90.12,17.58,24.71,24.85,26.95,23.01,0.81,4.98
2018,11,26,100.99,1.38,2.42,92.94,18.68,25.35,25.34,27.87,23.5,0.71,21.22
2018,11,27,100.97,0.99,1.55,83.81,18.37,26.87,26.98,31.05,23.39,0.54,1.64
2018,11,28,100.97,1.24,2.1,86.06,19.17,27.06,27.13,30.64,24.65,0.66,5.12
2018,11,29,100.97,1.51,2.64,88.69,19.59,27.11,27.01,30.58,24.47,0.79,5.68
2018,11,30,100.97,1.62,2.7,86.75,19.23,27.11,27.08,30.73,24.09,0.87,14.77
2018,12,1,100.85,1.39,2.2,90.12,18.98,26.02,26.08,28.43,23.73,0.77,3.38
2018,12,2,100.76,1.78,3.11,90.62,19.04,26.18,26.1,29.36,23.65,0.95,10.08
2018,12,3,100.8,1.21,1.91,85.06,18.37,26.61,26.65,30.42,23.09,0.67,1.92
2018,12,4,100.77,1.27,2.22,88.56,19.29,26.74,26.71,29.99,24.44,0.7,2.12
2018,12,5,100.74,1.38,2.14,86.5,18.86,26.73,26.76,30.02,23.69,0.78,1.3
2018,12,6,100.64,1.01,1.59,85,19.17,27.56,27.33,31.14,23.83,0.53,20.35
2018,12,7,100.68,1.17,2.04,87.25,19.35,27.07,27,30.22,24.25,0.62,24.51
2018,12,8,100.8,1.62,2.8,88.5,19.41,26.88,26.84,30.06,24.06,0.86,8.95
2018,12,9,100.77,1.05,1.88,83.56,19.1,27.92,27.67,32.16,23.92,0.54,0.86
2018,12,10,100.74,0.84,1.57,84.69,19.41,27.93,27.66,31.84,24.46,0.42,25.75
2018,12,11,100.81,1.13,1.89,91.94,19.84,26.45,26.5,28.75,25.18,0.63,51.16
2018,12,12,100.89,1.21,2.06,87.81,19.23,26.87,26.8,30.15,24.75,0.69,4.54
2018,12,13,100.93,1.24,2.28,87.94,19.17,26.96,26.79,30.33,24.19,0.65,4.24
2018,12,14,101,1.71,2.7,92.94,18.43,24.98,25.1,26.56,23.78,0.95,26.99
2018,12,15,100.96,1.19,1.97,84.19,18.19,26.5,26.66,29.93,22.95,0.69,1.74
2018,12,16,100.97,1.14,1.89,84.75,18.43,26.67,26.76,30.05,23.82,0.64,6.32
2018,12,17,101,1.05,1.66,86.06,18.68,26.67,26.74,30.06,23.85,0.6,4.4
2018,12,18,100.99,1.07,1.9,86.62,19.23,27.28,27.13,30.63,24.58,0.56,4.18
2018,12,19,101,1.47,2.87,91.44,18.98,25.97,25.9,28.76,24.23,0.78,19.81
2018,12,20,100.96,1.56,2.88,91.94,18.98,25.81,25.8,28.33,24.09,0.8,10.92
2018,12,21,100.92,1.65,3.02,93.75,19.35,25.64,25.73,27.76,24.19,0.85,16.79
2018,12,22,100.93,1.3,2.15,90.81,18.31,25.31,25.39,27.66,23.59,0.7,4.26
